--2019-04-11 02:05:06--  http://178.157.14.138/media/nasaAstronauts.mp4
178.157.14.138:80 bağlanılıyor...bağlantı kuruldu.
HTTP isteği gönderildi, yanıt bekleniyor... 200 OK
Uzunluk: 476587036 (455M) [video/mp4]
Kayıt yeri: `lead-out/nasaAstronauts.mp4'

102550K .......... .......... .......... .......... .......... 22%  789K 82m56s
102600K .......... .......... .......... .......... .......... 22%  961K 82m55s
102650K .......... .......... .......... .......... .......... 22%  500K 82m55s
102700K .......... .......... .......... .......... .......... 22% 1,70M 82m52s
102750K .......... .......... .......... .......... .......... 22%  739K 82m51s
102800K .......... .......... .......... .......... .......... 22%  717K 82m50s
102850K .......... .......... .......... .......... .......... 22%  740K 82m49s
102900K .......... .......... .......... .......... .......... 22%  811K 82m48s
102950K .......... .......... .......... .......... .......... 22%  963K 82m46s
103000K .......... .......... .......... .......... .......... 22%  854K 82m45s
103050K .......... .......... .......... .......... .......... 22%  557K 82m44s
103100K .......... .......... .......... .......... .......... 22% 1,39M 82m42s
103150K .......... .......... .......... .......... .......... 22%  547K 82m42s
103200K .......... .......... .......... .......... .......... 22%  725K 82m40s
103250K .......... .......... .......... .......... .......... 22%  439K 82m41s
103300K .......... .......... .......... .......... .......... 22%  773K 82m39s
103350K .......... .......... .......... .......... .......... 22%  411K 82m40s
103400K .......... .......... .......... .......... .......... 22%  593K 82m39s
103450K .......... .......... .......... .......... .......... 22%  657K 82m38s
103500K .......... .......... .......... .......... .......... 22%  684K 82m37s
103550K .......... .......... .......... .......... .......... 22%  790K 82m36s
103600K .......... .......... .......... .......... .......... 22%  725K 82m35s
103650K .......... .......... .......... .......... .......... 22%  670K 82m34s
103700K .......... .......... .......... .......... .......... 22%  467K 82m34s
103750K .......... .......... .......... .......... .......... 22% 1,04M 82m32s
103800K .......... .......... .......... .......... .......... 22%  614K 82m31s
103850K .......... .......... .......... .......... .......... 22%  510K 82m31s
103900K .......... .......... .......... .......... .......... 22%  502K 82m31s
103950K .......... .......... .......... .......... .......... 22%  593K 82m30s
104000K .......... .......... .......... .......... .......... 22%  708K 82m29s
104050K .......... .......... .......... .......... .......... 22%  761K 82m28s
104100K .......... .......... .......... .......... .......... 22%  614K 82m27s
104150K .......... .......... .......... .......... .......... 22%  649K 82m26s
104200K .......... .......... .......... .......... .......... 22%  547K 82m26s
104250K .......... .......... .......... .......... .......... 22%  431K 82m26s
104300K .......... .......... .......... .......... .......... 22%  525K 82m26s
104350K .......... .......... .......... .......... .......... 22%  336K 82m27s
104400K .......... .......... .......... .......... .......... 22%  222K 82m30s
104450K .......... .......... .......... .......... .......... 22%  410K 82m31s
104500K .......... .......... .......... .......... .......... 22%  390K 82m31s
104550K .......... .......... .......... .......... .......... 22%  444K 82m31s
104600K .......... .......... .......... .......... .......... 22%  531K 82m31s
104650K .......... .......... .......... .......... .......... 22%  426K 82m31s
104700K .......... .......... .......... .......... .......... 22%  357K 82m32s
104750K .......... .......... .......... .......... .......... 22%  395K 82m33s
104800K .......... .......... .......... .......... .......... 22%  498K 82m33s
104850K .......... .......... .......... .......... .......... 22%  586K 82m32s
104900K .......... .......... .......... .......... .......... 22%  785K 82m31s
104950K .......... .......... .......... .......... .......... 22%  693K 82m30s
105000K .......... .......... .......... .......... .......... 22%  800K 82m28s
105050K .......... .......... .......... .......... .......... 22%  840K 82m27s
105100K .......... .......... .......... .......... .......... 22%  812K 82m26s
105150K .......... .......... .......... .......... .......... 22%  761K 82m24s
105200K .......... .......... .......... .......... .......... 22%  758K 82m23s
105250K .......... .......... .......... .......... .......... 22%  699K 82m22s
105300K .......... .......... .......... .......... .......... 22%  645K 82m21s
105350K .......... .......... .......... .......... .......... 22%  880K 82m20s
105400K .......... .......... .......... .......... .......... 22%  836K 82m19s
105450K .......... .......... .......... .......... .......... 22%  599K 82m18s
105500K .......... .......... .......... .......... .......... 22% 1,74M 82m16s
105550K .......... .......... .......... .......... .......... 22%  673K 82m15s
105600K .......... .......... .......... .......... .......... 22%  827K 82m13s
105650K .......... .......... .......... .......... .......... 22%  593K 82m13s
105700K .......... .......... .......... .......... .......... 22%  988K 82m11s
105750K .......... .......... .......... .......... .......... 22%  703K 82m10s
105800K .......... .......... .......... .......... .......... 22%  626K 82m9s
105850K .......... .......... .......... .......... .......... 22%  554K 82m9s
105900K .......... .......... .......... .......... .......... 22%  712K 82m8s
105950K .......... .......... .......... .......... .......... 22%  478K 82m8s
106000K .......... .......... .......... .......... .......... 22%  936K 82m6s
106050K .......... .......... .......... .......... .......... 22%  528K 82m6s
106100K .......... .......... .......... .......... .......... 22%  573K 82m5s
106150K .......... .......... .......... .......... .......... 22%  426K 82m5s
106200K .......... .......... .......... .......... .......... 22%  608K 82m5s
106250K .......... .......... .......... .......... .......... 22%  459K 82m5s
106300K .......... .......... .......... .......... .......... 22%  404K 82m5s
106350K .......... .......... .......... .......... .......... 22%  557K 82m5s
106400K .......... .......... .......... .......... .......... 22%  336K 82m6s
106450K .......... .......... .......... .......... .......... 22%  310K 82m7s
106500K .......... .......... .......... .......... .......... 22%  283K 82m9s
106550K .......... .......... .......... .......... .......... 22%  391K 82m10s
106600K .......... .......... .......... .......... .......... 22%  281K 82m11s
106650K .......... .......... .......... .......... .......... 22%  359K 82m12s
106700K .......... .......... .......... .......... .......... 22%  393K 82m13s
106750K .......... .......... .......... .......... .......... 22%  522K 82m12s
106800K .......... .......... .......... .......... .......... 22%  624K 82m12s
106850K .......... .......... .......... .......... .......... 22%  665K 82m11s
106900K .......... .......... .......... .......... .......... 22%  691K 82m10s
106950K .......... .......... .......... .......... .......... 22%  611K 82m9s
107000K .......... .......... .......... .......... .......... 23%  484K 82m9s
107050K .......... .......... .......... .......... .......... 23%  540K 82m8s
107100K .......... .......... .......... .......... .......... 23%  566K 82m8s
107150K .......... .......... .......... .......... .......... 23%  502K 82m8s
107200K .......... .......... .......... .......... .......... 23%  528K 82m7s
107250K .......... .......... .......... .......... .......... 23%  607K 82m6s
107300K .......... .......... .......... .......... .......... 23%  418K 82m7s
107350K .......... .......... .......... .......... .......... 23%  662K 82m6s
107400K .......... .......... .......... .......... .......... 23%  646K 82m5s
107450K .......... .......... .......... .......... .......... 23%  510K 82m5s
107500K .......... .......... .......... .......... .......... 23%  539K 82m4s
107550K .......... .......... .......... .......... .......... 23%  501K 82m4s
107600K .......... .......... .......... .......... .......... 23%  525K 82m3s
107650K .......... .......... .......... .......... .......... 23%  582K 82m3s
107700K .......... .......... .......... .......... .......... 23%  750K 82m2s
107750K .......... .......... .......... .......... .......... 23%  797K 82m0s
107800K .......... .......... .......... .......... .......... 23%  539K 82m0s
107850K .......... .......... .......... .......... .......... 23%  337K 82m1s
107900K .......... .......... .......... .......... .......... 23%  495K 82m1s
107950K .......... .......... .......... .......... .......... 23%  616K 82m0s
108000K .......... .......... .......... .......... .......... 23%  582K 81m59s
108050K .......... .......... .......... .......... .......... 23%  472K 81m59s
108100K .......... .......... .......... .......... .......... 23%  851K 81m58s
108150K .......... .......... .......... .......... .......... 23%  449K 81m58s
108200K .......... .......... .......... .......... .......... 23%  372K 81m59s
108250K .......... .......... .......... .......... .......... 23%  367K 81m59s
108300K .......... .......... .......... .......... .......... 23%  393K 82m0s
108350K .......... .......... .......... .......... .......... 23%  324K 82m1s
108400K .......... .......... .......... .......... .......... 23%  587K 82m0s
108450K .......... .......... .......... .......... .......... 23%  507K 82m0s
108500K .......... .......... .......... .......... .......... 23%  662K 81m59s
108550K .......... .......... .......... .......... .......... 23%  708K 81m58s
108600K .......... .......... .......... .......... .......... 23%  708K 81m57s
108650K .......... .......... .......... .......... .......... 23%  644K 81m56s
108700K .......... .......... .......... .......... .......... 23%  558K 81m56s
108750K .......... .......... .......... .......... .......... 23%  563K 81m55s
108800K .......... .......... .......... .......... .......... 23%  420K 81m55s
108850K .......... .......... .......... .......... .......... 23%  510K 81m55s
108900K .......... .......... .......... .......... .......... 23%  557K 81m55s
108950K .......... .......... .......... .......... .......... 23%  564K 81m54s
109000K .......... .......... .......... .......... .......... 23%  550K 81m53s
109050K .......... .......... .......... .......... .......... 23%  741K 81m52s
109100K .......... .......... .......... .......... .......... 23%  606K 81m52s
109150K .......... .......... .......... .......... .......... 23%  849K 81m50s
109200K .......... .......... .......... .......... .......... 23%  729K 81m49s
109250K .......... .......... .......... .......... .......... 23%  901K 81m48s
109300K .......... .......... .......... .......... .......... 23%  962K 81m46s
109350K .......... .......... .......... .......... .......... 23%  759K 81m45s
109400K .......... .......... .......... .......... .......... 23%  719K 81m44s
109450K .......... .......... .......... .......... .......... 23%  579K 81m43s
109500K .......... .......... .......... .......... .......... 23%  544K 81m43s
109550K .......... .......... .......... .......... .......... 23%  708K 81m42s
109600K .......... .......... .......... .......... .......... 23%  645K 81m41s
109650K .......... .......... .......... .......... .......... 23%  699K 81m40s
109700K .......... .......... .......... .......... .......... 23%  836K 81m38s
109750K .......... .......... .......... .......... .......... 23%  803K 81m37s
109800K .......... .......... .......... .......... .......... 23%  750K 81m36s
109850K .......... .......... .......... .......... .......... 23%  797K 81m35s
109900K .......... .......... .......... .......... .......... 23%  477K 81m35s
109950K .......... .......... .......... .......... .......... 23%  854K 81m33s
110000K .......... .......... .......... .......... .......... 23%  542K 81m33s
110050K .......... .......... .......... .......... .......... 23%  633K 81m32s
110100K .......... .......... .......... .......... .......... 23%  424K 81m32s
110150K .......... .......... .......... .......... .......... 23%  430K 81m32s
110200K .......... .......... .......... .......... .......... 23%  602K 81m32s
110250K .......... .......... .......... .......... .......... 23%  593K 81m31s
110300K .......... .......... .......... .......... .......... 23%  523K 81m31s
110350K .......... .......... .......... .......... .......... 23% 1,05M 81m29s
110400K .......... .......... .......... .......... .......... 23%  655K 81m28s
110450K .......... .......... .......... .......... .......... 23%  637K 81m27s
110500K .......... .......... .......... .......... .......... 23%  674K 81m26s
110550K .......... .......... .......... .......... .......... 23%  520K 81m26s
110600K .......... .......... .......... .......... .......... 23% 1,13M 81m24s
110650K .......... .......... .......... .......... .......... 23%  680K 81m23s
110700K .......... .......... .......... .......... .......... 23%  490K 81m23s
110750K .......... .......... .......... .......... .......... 23%  537K 81m23s
110800K .......... .......... .......... .......... .......... 23%  469K 81m22s
110850K .......... .......... .......... .......... .......... 23%  447K 81m22s
110900K .......... .......... .......... .......... .......... 23%  523K 81m22s
110950K .......... .......... .......... .......... .......... 23%  671K 81m21s
111000K .......... .......... .......... .......... .......... 23%  784K 81m20s
111050K .......... .......... .......... .......... .......... 23%  680K 81m19s
111100K .......... .......... .......... .......... .......... 23%  721K 81m18s
111150K .......... .......... .......... .......... .......... 23%  599K 81m17s
111200K .......... .......... .......... .......... .......... 23%  777K 81m16s
111250K .......... .......... .......... .......... .......... 23%  708K 81m15s
111300K .......... .......... .......... .......... .......... 23%  809K 81m14s
111350K .......... .......... .......... .......... .......... 23%  510K 81m13s
111400K .......... .......... .......... .......... .......... 23%  537K 81m13s
111450K .......... .......... .......... .......... .......... 23%  603K 81m12s
111500K .......... .......... .......... .......... .......... 23%  520K 81m12s
111550K .......... .......... .......... .......... .......... 23%  609K 81m11s
111600K .......... .......... .......... .......... .......... 23%  657K 81m10s
111650K .......... .......... .......... .......... .......... 23%  668K 81m9s
111700K .......... .......... .......... .......... .......... 24%  747K 81m8s
111750K .......... .......... .......... .......... .......... 24%  647K 81m7s
111800K .......... .......... .......... .......... .......... 24%  783K 81m6s
111850K .......... .......... .......... .......... .......... 24%  559K 81m5s
111900K .......... .......... .......... .......... .......... 24%  433K 81m6s
111950K .......... .......... .......... .......... .......... 24%  358K 81m6s
112000K .......... .......... .......... .......... .......... 24%  433K 81m6s
112050K .......... .......... .......... .......... .......... 24%  322K 81m8s
112100K .......... .......... .......... .......... .......... 24%  314K 81m9s
112150K .......... .......... .......... .......... .......... 24%  540K 81m8s
112200K .......... .......... .......... .......... .......... 24%  362K 81m9s
112250K .......... .......... .......... .......... .......... 24%  431K 81m9s
112300K .......... .......... .......... .......... .......... 24%  662K 81m8s
112350K .......... .......... .......... .......... .......... 24%  629K 81m8s
112400K .......... .......... .......... .......... .......... 24%  680K 81m7s
112450K .......... .......... .......... .......... .......... 24%  777K 81m5s
112500K .......... .......... .......... .......... .......... 24%  828K 81m4s
112550K .......... .......... .......... .......... .......... 24%  892K 81m3s
112600K .......... .......... .......... .......... .......... 24%  586K 81m2s
112650K .......... .......... .......... .......... .......... 24% 1,16M 81m0s
112700K .......... .......... .......... .......... .......... 24%  991K 80m59s
112750K .......... .......... .......... .......... .......... 24%  943K 80m57s
112800K .......... .......... .......... .......... .......... 24%  977K 80m56s
112850K .......... .......... .......... .......... .......... 24%  539K 80m55s
112900K .......... .......... .......... .......... .......... 24%  712K 80m54s
112950K .......... .......... .......... .......... .......... 24%  459K 80m54s
113000K .......... .......... .......... .......... .......... 24%  423K 80m54s
113050K .......... .......... .......... .......... .......... 24%  562K 80m54s
113100K .......... .......... .......... .......... .......... 24%  501K 80m53s
113150K .......... .......... .......... .......... .......... 24%  784K 80m52s
113200K .......... .......... .......... .......... .......... 24%  565K 80m52s
113250K .......... .......... .......... .......... .......... 24%  690K 80m51s
113300K .......... .......... .......... .......... .......... 24%  539K 80m50s
113350K .......... .......... .......... .......... .......... 24%  963K 80m49s
113400K .......... .......... .......... .......... .......... 24%  629K 80m48s
113450K .......... .......... .......... .......... .......... 24%  650K 80m47s
113500K .......... .......... .......... .......... .......... 24%  663K 80m46s
113550K .......... .......... .......... .......... .......... 24%  589K 80m45s
113600K .......... .......... .......... .......... .......... 24%  449K 80m45s
113650K .......... .......... .......... .......... .......... 24%  386K 80m46s
113700K .......... .......... .......... .......... .......... 24%  587K 80m45s
113750K .......... .......... .......... .......... .......... 24%  372K 80m46s
113800K .......... .......... .......... .......... .......... 24%  420K 80m46s
113850K .......... .......... .......... .......... .......... 24%  614K 80m45s
113900K .......... .......... .......... .......... .......... 24%  460K 80m45s
113950K .......... .......... .......... .......... .......... 24%  689K 80m44s
114000K .......... .......... .......... .......... .......... 24%  432K 80m44s
114050K .......... .......... .......... .......... .......... 24%  330K 80m45s
114100K .......... .......... .......... .......... .......... 24%  355K 80m46s
114150K .......... .......... .......... .......... .......... 24%  551K 80m46s
114200K .......... .......... .......... .......... .......... 24%  562K 80m45s
114250K .......... .......... .......... .......... .......... 24%  573K 80m44s
114300K .......... .......... .......... .......... .......... 24%  567K 80m44s
114350K .......... .......... .......... .......... .......... 24%  630K 80m43s
114400K .......... .......... .......... .......... .......... 24%  515K 80m43s
114450K .......... .......... .......... .......... .......... 24%  311K 80m44s
114500K .......... .......... .......... .......... .......... 24%  333K 80m45s
114550K .......... .......... .......... .......... .......... 24%  445K 80m45s
114600K .......... .......... .......... .......... .......... 24%  468K 80m45s
114650K .......... .......... .......... .......... .......... 24%  405K 80m45s
114700K .......... .......... .......... .......... .......... 24%  304K 80m46s
114750K .......... .......... .......... .......... .......... 24%  263K 80m48s
114800K .......... .......... .......... .......... .......... 24%  199K 80m52s
114850K .......... .......... .......... .......... .......... 24%  401K 80m52s
114900K .......... .......... .......... .......... .......... 24%  538K 80m52s
114950K .......... .......... .......... .......... .......... 24%  617K 80m51s
115000K .......... .......... .......... .......... .......... 24%  761K 80m50s
115050K .......... .......... .......... .......... .......... 24%  742K 80m49s
115100K .......... .......... .......... .......... .......... 24%  680K 80m48s
115150K .......... .......... .......... .......... .......... 24%  654K 80m47s
115200K .......... .......... .......... .......... .......... 24%  600K 80m46s
115250K .......... .......... .......... .......... .......... 24%  739K 80m45s
115300K .......... .......... .......... .......... .......... 24%  517K 80m44s
115350K .......... .......... .......... .......... .......... 24% 1,04M 80m43s
115400K .......... .......... .......... .......... .......... 24%  666K 80m42s
115450K .......... .......... .......... .......... .......... 24%  515K 80m42s
115500K .......... .......... .......... .......... .......... 24%  630K 80m41s
115550K .......... .......... .......... .......... .......... 24%  622K 80m40s
115600K .......... .......... .......... .......... .......... 24%  662K 80m39s
115650K .......... .......... .......... .......... .......... 24%  646K 80m38s
115700K .......... .......... .......... .......... .......... 24%  557K 80m38s
115750K .......... .......... .......... .......... .......... 24%  739K 80m36s
115800K .......... .......... .......... .......... .......... 24%  759K 80m35s
115850K .......... .......... .......... .......... .......... 24%  699K 80m34s
115900K .......... .......... .......... .......... .......... 24%  586K 80m34s
115950K .......... .......... .......... .......... .......... 24%  680K 80m33s
116000K .......... .......... .......... .......... .......... 24%  380K 80m33s
116050K .......... .......... .......... .......... .......... 24%  512K 80m33s
116100K .......... .......... .......... .......... .......... 24%  411K 80m33s
116150K .......... .......... .......... .......... .......... 24%  364K 80m34s
116200K .......... .......... .......... .......... .......... 24%  463K 80m34s
116250K .......... .......... .......... .......... .......... 24%  531K 80m33s
116300K .......... .......... .......... .......... .......... 24%  689K 80m32s
116350K .......... .......... .......... .......... .......... 25%  809K 80m31s
116400K .......... .......... .......... .......... .......... 25%  653K 80m30s
116450K .......... .......... .......... .......... .......... 25%  675K 80m29s
116500K .......... .......... .......... .......... .......... 25%  728K 80m28s
116550K .......... .......... .......... .......... .......... 25%  734K 80m27s
116600K .......... .......... .......... .......... .......... 25%  492K 80m27s
116650K .......... .......... .......... .......... .......... 25% 1,13M 80m25s
116700K .......... .......... .......... .......... .......... 25%  765K 80m24s
116750K .......... .......... .......... .......... .......... 25%  621K 80m23s
116800K .......... .......... .......... .......... .......... 25%  847K 80m22s
116850K .......... .......... .......... .......... .......... 25%  814K 80m20s
116900K .......... .......... .......... .......... .......... 25%  722K 80m19s
116950K .......... .......... .......... .......... .......... 25%  652K 80m18s
117000K .......... .......... .......... .......... .......... 25%  691K 80m17s
117050K .......... .......... .......... .......... .......... 25%  680K 80m16s
117100K .......... .......... .......... .......... .......... 25%  723K 80m15s
117150K .......... .......... .......... .......... .......... 25%  784K 80m14s
117200K .......... .......... .......... .......... .......... 25%  836K 80m13s
117250K .......... .......... .......... .......... .......... 25%  702K 80m12s
117300K .......... .......... .......... .......... .......... 25%  602K 80m11s
117350K .......... .......... .......... .......... .......... 25%  750K 80m10s
117400K .......... .......... .......... .......... .......... 25%  759K 80m9s
117450K .......... .......... .......... .......... .......... 25%  621K 80m8s
117500K .......... .......... .......... .......... .......... 25%  630K 80m7s
117550K .......... .......... .......... .......... .......... 25%  778K 80m6s
117600K .......... .......... .......... .......... .......... 25%  468K 80m6s
117650K .......... .......... .......... .......... .......... 25% 1,19M 80m4s
117700K .......... .......... .......... .......... .......... 25%  727K 80m3s
117750K .......... .......... .......... .......... .......... 25%  708K 80m2s
117800K .......... .......... .......... .......... .......... 25%  733K 80m1s
117850K .......... .......... .......... .......... .......... 25%  749K 80m0s
117900K .......... .......... .......... .......... .......... 25%  790K 79m59s
117950K .......... .......... .......... .......... .......... 25%  961K 79m57s
118000K .......... .......... .......... .......... .......... 25%  911K 79m56s
118050K .......... .......... .......... .......... .......... 25%  945K 79m55s
118100K .......... .......... .......... .......... .......... 25%  653K 79m54s
118150K .......... .......... .......... .......... .......... 25% 1,46M 79m52s
118200K .......... .......... .......... .......... .......... 25%  708K 79m51s
118250K .......... .......... .......... .......... .......... 25%  750K 79m50s
118300K .......... .......... .......... .......... .......... 25%  810K 79m48s
118350K .......... .......... .......... .......... .......... 25%  688K 79m47s
118400K .......... .......... .......... .......... .......... 25%  789K 79m46s
118450K .......... .......... .......... .......... .......... 25%  539K 79m46s
118500K .......... .......... .......... .......... .......... 25%  766K 79m45s
118550K .......... .......... .......... .......... .......... 25%  408K 79m45s
118600K .......... .......... .......... .......... .......... 25%  455K 79m45s
118650K .......... .......... .......... .......... .......... 25%  709K 79m44s
118700K .......... .......... .......... .......... .......... 25%  661K 79m43s
118750K .......... .......... .......... .......... .......... 25%  593K 79m42s
118800K .......... .......... .......... .......... .......... 25%  790K 79m41s
118850K .......... .......... .......... .......... .......... 25%  622K 79m40s
118900K .......... .......... .......... .......... .......... 25%  573K 79m40s
118950K .......... .......... .......... .......... .......... 25%  586K 79m39s
119000K .......... .......... .......... .......... .......... 25%  560K 79m38s
119050K .......... .......... .......... .......... .......... 25%  551K 79m38s
119100K .......... .......... .......... .......... .......... 25%  680K 79m37s
119150K .......... .......... .......... .......... .......... 25%  671K 79m36s
119200K .......... .......... .......... .......... .......... 25%  608K 79m35s
119250K .......... .......... .......... .......... .......... 25%  614K 79m34s
119300K .......... .......... .......... .......... .......... 25%  573K 79m34s
119350K .......... .......... .......... .......... .......... 25%  561K 79m33s
119400K .......... .......... .......... .......... .......... 25%  463K 79m33s
119450K .......... .......... .......... .......... .......... 25%  721K 79m32s
119500K .......... .......... .......... .......... .......... 25%  573K 79m31s
119550K .......... .......... .......... .......... .......... 25%  645K 79m31s
119600K .......... .......... .......... .......... .......... 25%  485K 79m30s
119650K .......... .......... .......... .......... .......... 25%  957K 79m29s
119700K .......... .......... .......... .......... .......... 25%  466K 79m29s
119750K .......... .......... .......... .......... .......... 25%  942K 79m27s
119800K .......... .......... .......... .......... .......... 25%  439K 79m27s
119850K .......... .......... .......... .......... .......... 25%  424K 79m27s
119900K .......... .......... .......... .......... .......... 25%  569K 79m27s
119950K .......... .......... .......... .......... .......... 25%  653K 79m26s
120000K .......... .......... .......... .......... .......... 25%  689K 79m25s
120050K .......... .......... .......... .......... .......... 25%  629K 79m24s
120100K .......... .......... .......... .......... .......... 25%  579K 79m24s
120150K .......... .......... .......... .......... .......... 25%  432K 79m24s
120200K .......... .......... .......... .......... .......... 25%  455K 79m24s
120250K .......... .......... .......... .......... .......... 25%  492K 79m23s
120300K .......... .......... .......... .......... .......... 25%  548K 79m23s
120350K .......... .......... .......... .......... .......... 25%  425K 79m23s
120400K .......... .......... .......... .......... .......... 25%  402K 79m23s
120450K .......... .......... .......... .......... .......... 25%  298K 79m24s
120500K .......... .......... .......... .......... .......... 25%  294K 79m26s
120550K .......... .......... .......... .......... .......... 25%  362K 79m26s
120600K .......... .......... .......... .......... .......... 25%  349K 79m27s
120650K .......... .......... .......... .......... .......... 25%  501K 79m27s
120700K .......... .......... .......... .......... .......... 25%  534K 79m26s
120750K .......... .......... .......... .......... .......... 25%  585K 79m25s
120800K .......... .......... .......... .......... .......... 25%  600K 79m25s
120850K .......... .......... .......... .......... .......... 25%  510K 79m24s
120900K .......... .......... .......... .......... .......... 25%  511K 79m24s
120950K .......... .......... .......... .......... .......... 25%  339K 79m25s
121000K .......... .......... .......... .......... .......... 26%  509K 79m24s
121050K .......... .......... .......... .......... .......... 26%  389K 79m25s
121100K .......... .......... .......... .......... .......... 26%  428K 79m25s
121150K .......... .......... .......... .......... .......... 26%  453K 79m25s
121200K .......... .......... .......... .......... .......... 26%  877K 79m23s
121250K .......... .......... .......... .......... .......... 26%  616K 79m23s
121300K .......... .......... .......... .......... .......... 26%  857K 79m21s
121350K .......... .......... .......... .......... .......... 26%  698K 79m20s
121400K .......... .......... .......... .......... .......... 26%  743K 79m19s
121450K .......... .......... .......... .......... .......... 26%  773K 79m18s
121500K .......... .......... .......... .......... .......... 26% 1,00M 79m17s
121550K .......... .......... .......... .......... .......... 26%  968K 79m15s
121600K .......... .......... .......... .......... .......... 26%  554K 79m15s
121650K .......... .......... .......... .......... .......... 26% 1,80M 79m13s
121700K .......... .......... .......... .......... .......... 26%  721K 79m12s
121750K .......... .......... .......... .......... .......... 26%  434K 79m12s
121800K .......... .......... .......... .......... .......... 26%  953K 79m10s
121850K .......... .......... .......... .......... .......... 26%  729K 79m9s
121900K .......... .......... .......... .......... .......... 26%  874K 79m8s
121950K .......... .......... .......... .......... .......... 26%  755K 79m7s
122000K .......... .......... .......... .......... .......... 26%  630K 79m6s
122050K .......... .......... .......... .......... .......... 26%  962K 79m4s
122100K .......... .......... .......... .......... .......... 26%  680K 79m3s
122150K .......... .......... .......... .......... .......... 26%  710K 79m2s
122200K .......... .......... .......... .......... .......... 26%  854K 79m1s
122250K .......... .......... .......... .......... .......... 26%  492K 79m1s
122300K .......... .......... .......... .......... .......... 26% 1,70M 78m59s
122350K .......... .......... .......... .......... .......... 26%  649K 78m58s
122400K .......... .......... .......... .......... .......... 26%  526K 78m58s
122450K .......... .......... .......... .......... .......... 26%  568K 78m57s
122500K .......... .......... .......... .......... .......... 26%  771K 78m56s
122550K .......... .......... .......... .......... .......... 26%  680K 78m55s
122600K .......... .......... .......... .......... .......... 26%  722K 78m54s
122650K .......... .......... .......... .......... .......... 26%  663K 78m53s
122700K .......... .......... .......... .......... .......... 26%  599K 78m52s
122750K .......... .......... .......... .......... .......... 26%  555K 78m52s
122800K .......... .......... .......... .......... .......... 26%  738K 78m51s
122850K .......... .......... .......... .......... .......... 26%  761K 78m50s
122900K .......... .......... .......... .......... .......... 26%  654K 78m49s
122950K .......... .......... .......... .......... .......... 26%  810K 78m48s
123000K .......... .......... .......... .......... .......... 26%  837K 78m46s
123050K .......... .......... .......... .......... .......... 26% 1,01M 78m45s
123100K .......... .......... .......... .......... .......... 26%  943K 78m43s
123150K .......... .......... .......... .......... .......... 26%  865K 78m42s
123200K .......... .......... .......... .......... .......... 26%  926K 78m41s
123250K .......... .......... .......... .......... .......... 26%  850K 78m39s
123300K .......... .......... .......... .......... .......... 26%  698K 78m38s
123350K .......... .......... .......... .......... .......... 26%  622K 78m38s
123400K .......... .......... .......... .......... .......... 26%  755K 78m37s
123450K .......... .......... .......... .......... .......... 26%  537K 78m36s
123500K .......... .......... .......... .......... .......... 26%  418K 78m36s
123550K .......... .......... .......... .......... .......... 26%  573K 78m36s
123600K .......... .......... .......... .......... .......... 26%  495K 78m35s
123650K .......... .......... .......... .......... .......... 26%  607K 78m35s
123700K .......... .......... .......... .......... .......... 26%  663K 78m34s
123750K .......... .......... .......... .......... .......... 26%  649K 78m33s
123800K .......... .......... .......... .......... .......... 26%  676K 78m32s
123850K .......... .......... .......... .......... .......... 26%  851K 78m31s
123900K .......... .......... .......... .......... .......... 26%  463K 78m30s
123950K .......... .......... .......... .......... .......... 26%  423K 78m31s
124000K .......... .......... .......... .......... .......... 26%  310K 78m32s
124050K .......... .......... .......... .......... .......... 26%  347K 78m32s
124100K .......... .......... .......... .......... .......... 26%  453K 78m32s
124150K .......... .......... .......... .......... .......... 26%  461K 78m32s
124200K .......... .......... .......... .......... .......... 26%  525K 78m32s
124250K .......... .......... .......... .......... .......... 26%  528K 78m31s
124300K .......... .......... .......... .......... .......... 26%  329K 78m32s
124350K .......... .......... .......... .......... .......... 26%  401K 78m32s
124400K .......... .......... .......... .......... .......... 26%  629K 78m31s
124450K .......... .......... .......... .......... .......... 26%  646K 78m31s
124500K .......... .......... .......... .......... .......... 26%  732K 78m29s
124550K .......... .......... .......... .......... .......... 26%  432K 78m29s
124600K .......... .......... .......... .......... .......... 26%  959K 78m28s
124650K .......... .......... .......... .......... .......... 26%  772K 78m27s
124700K .......... .......... .......... .......... .......... 26%  571K 78m26s
124750K .......... .......... .......... .......... .......... 26%  465K 78m26s
124800K .......... .......... .......... .......... .......... 26%  567K 78m26s
124850K .......... .......... .......... .......... .......... 26%  460K 78m25s
124900K .......... .......... .......... .......... .......... 26%  402K 78m26s
124950K .......... .......... .......... .......... .......... 26%  459K 78m25s
125000K .......... .......... .......... .......... .......... 26%  411K 78m26s
125050K .......... .......... .......... .......... .......... 26%  440K 78m26s
125100K .......... .......... .......... .......... .......... 26%  515K 78m25s
125150K .......... .......... .......... .......... .......... 26%  528K 78m25s
125200K .......... .......... .......... .......... .......... 26%  533K 78m24s
125250K .......... .......... .......... .......... .......... 26%  617K 78m23s
125300K .......... .......... .......... .......... .......... 26%  809K 78m22s
125350K .......... .......... .......... .......... .......... 26%  645K 78m21s
125400K .......... .......... .......... .......... .......... 26%  767K 78m20s
125450K .......... .......... .......... .......... .......... 26%  614K 78m20s
125500K .......... .......... .......... .......... .......... 26%  645K 78m19s
